item_id,store_name,item_name,genre,calorite,,,,,,,,,
195,ローソン,ジャーマンポテト,惣菜,272,,,,,,,,,
196,ローソン,一食分の野菜が摂れる　八宝菜,惣菜,134,,,,,,,,,
197,ローソン,豚の生姜焼,惣菜,279,,,,,,,,,
198,ローソン,よだれ鶏,惣菜,182,,,,,,,,,
199,ローソン,肉豆腐,惣菜,256,,,,,,,,,
200,ローソン,豚もつ煮込,惣菜,198,,,,,,,,,
201,ローソン,イカと里芋の煮物,惣菜,85,,,,,,,,,
202,ローソン,さばの味噌煮,惣菜,293,,,,,,,,,
203,ローソン,さばの塩焼,惣菜,226,,,,,,,,,
204,ローソン,銀鮭の塩焼,惣菜,135,,,,,,,,,
205,ローソン,ほっけの塩焼,惣菜,106,,,,,,,,,
206,ローソン,子持ちしゃも,惣菜,88,,,,,,,,,
207,ローソン,焼餃子,惣菜,320,,,,,,,,,
208,ローソン,肉焼売,惣菜,324,,,,,,,,,
209,ローソン,ガーリック香る砂肝焼,惣菜,76,,,,,,,,,
210,ローソン,ごま油香る鶏ハツ焼,惣菜,81,,,,,,,,,
211,ローソン,直火焼鳥　もも塩＆やげん軟骨,惣菜,125,,,,,,,,,
212,ローソン,鶏なんこつのから揚げ,惣菜,283,,,,,,,,,
213,ローソン,ジャークチキン,惣菜,126,,,,,,,,,
214,ローソン,あらびきチョリソー,惣菜,328,,,,,,,,,
215,ローソン,玉こんにゃく,惣菜,48,,,,,,,,,
216,ローソン,うずらの卵,惣菜,145,,,,,,,,,
217,ローソン,ひじき煮,惣菜,49,,,,,,,,,
218,ローソン,きんぴらごぼう,惣菜,69,,,,,,,,,
219,ローソン,ごぼうこんにゃく,惣菜,29,,,,,,,,,
220,ローソン,切干大根,惣菜,39,,,,,,,,,
221,ローソン,五目白和え,惣菜,74,,,,,,,,,
222,ローソン,たけのこ土佐煮,惣菜,19,,,,,,,,,
223,ローソン,穂先メンマ,惣菜,34,,,,,,,,,
224,ローソン,太切りメンマ,惣菜,45,,,,,,,,,
225,ローソン,国産ジャガイモのポテトサラダ,惣菜,166,,,,,,,,,
226,ローソン,国産ジャガイモのベーコンポテトサラダ,惣菜,129,,,,,,,,,
227,ローソン,国産ジャガイモの明太ポテトサラダ,惣菜,126,,,,,,,,,
228,ローソン,国産カボチャのサラダ,惣菜,83,,,,,,,,,
229,ローソン,国産ごぼうのサラダ,惣菜,98,,,,,,,,,
230,ローソン,マカロニサラダ,惣菜,151,,,,,,,,,
231,ローソン,春雨サラダ,惣菜,90,,,,,,,,,
232,ローソン,塩ゆで枝豆,惣菜,111,,,,,,,,,
233,ローソン,海老入り茶碗蒸し,惣菜,56,,,,,,,,,
234,ローソン,切れてる厚焼玉子,惣菜,168,,,,,,,,,
235,ローソン,切れてるだし巻き玉子,惣菜,139,,,,,,,,,
236,ローソン,三陸産わかめ使用　わかめかきたまスープ,惣菜,72,,,,,,,,,
237,ローソン,食物繊維が摂れる　8種具材のポトフ,惣菜,150,,,,,,,,,
238,ローソン,食物繊維が摂れる鶏つくねの和風生姜スープ,惣菜,74,,,,,,,,,
239,ローソン,おにぎり浅草宿六監修　こだわり味噌の豚汁,惣菜,111,,,,,,,,,
240,ローソン,オマール海老のビスク,惣菜,85,,,,,,,,,
241,ローソン,完熟トマトのポタージュ,惣菜,68,,,,,,,,,
242,ローソン,四種のチーズ使用　海老グラタン,麺類,313,,,,,,,,,
243,ローソン,北海道生乳使用ゴーダチーズ海老ドリア,麺類,373,,,,,,,,,
244,ローソン,5種のチーズ使用　ハッシュドポテトグラタン,麺類,335,,,,,,,,,
245,ローソン,博多明太子使用　明太もちチーズグラタン,麺類,325,,,,,,,,,
246,ローソン,8層仕立て　ミートソースラザニア,麺類,313,,,,,,,,,
247,ローソン,明太唐揚げのり弁当,弁当,529,,,,,,,,,
248,ローソン,おかずいろいろ幕の内,弁当,573,,,,,,,,,
249,ローソン,おにぎり弁当,弁当,496,,,,,,,,,
250,ローソン,筍ごはん弁当,弁当,423,,,,,,,,,
251,ローソン,明太唐揚げのり弁当,弁当,538,,,,,,,,,
252,ローソン,鶏そぼろ弁当,弁当,341,,,,,,,,,
253,ローソン,あじほぐし弁当,弁当,310,,,,,,,,,
254,ローソン,おかずトン！タルタルチキンカツ弁当,弁当,864,,,,,,,,,
255,ローソン,無限！焼とうもろこし,サラダ,118,,,,,,,,,
256,ローソン,振っておいしいパスタサラダ　担々麺風,サラダ,277,,,,,,,,,
257,ローソン,塩昆布きゅうり,サラダ,36,,,,,,,,,
258,ローソン,コールスローサラダ,サラダ,154,,,,,,,,,
259,ローソン,ペッパーマカロニサラダ,サラダ,272,,,,,,,,,
260,ローソン,海老とブロッコリーのサラダ,サラダ,157,,,,,,,,,
261,ローソン,海老といかの明太子サラダ,サラダ,189,,,,,,,,,
262,ローソン,蒸し鶏とザーサイのサラダ,サラダ,101,,,,,,,,,
263,ローソン,中華風春雨サラダ,サラダ,134,,,,,,,,,
264,ローソン,食物繊維が摂れる　オクラとなめこのネバネバサラダ,サラダ,52,,,,,,,,,
265,ローソン,食物繊維が摂れる　豆腐とひじきの和風サラダ,サラダ,95,,,,,,,,,
266,ローソン,三陸産わかめ使用　大根とわかめのサラダ,サラダ,22,,,,,,,,,
267,ローソン,コーンサラダ,サラダ,46,,,,,,,,,
268,ローソン,シーチキン?＆コーンサラダ,サラダ,68,,,,,,,,,
269,ローソン,玉ねぎサラダ,サラダ,26,,,,,,,,,
270,ローソン,ローストチキンのサラダ,サラダ,65,,,,,,,,,
271,ローソン,ピリ辛味噌だれで食べる　野菜スティック,サラダ,101,,,,,,,,,
272,ローソン,三陸産わかめ使用　チョレギサラダ,サラダ,83,,,,,,,,,
273,ローソン,たんぱく質が摂れる　国産鶏むね肉のサラダ,サラダ,206,,,,,,,,,
274,ローソン,たんぱく質が摂れる　国産豚肉のサラダ,サラダ,284,,,,,,,,,
275,ローソン,振っておいしいパスタサラダ　豚しゃぶ,サラダ,340,,,,,,,,,
276,ローソン,振っておいしいパスタサラダ　甘辛唐揚マヨ,サラダ,347,,,,,,,,,
277,ローソン,振っておいしいパスタサラダ　海老明太子,サラダ,254,,,,,,,,,
278,ローソン,ミックスサラダ,サラダ,21,,,,,,,,,
279,ローソン,コーンミックスサラダ,サラダ,38,,,,,,,,,
280,ローソン,大根ミックスサラダ,サラダ,16,,,,,,,,,
281,ローソン,レタスミックスサラダ,サラダ,14,,,,,,,,,
282,ローソン,サラダチキン,サラダ,141,,,,,,,,,
283,ローソン,サラダチキン　梅しそ,サラダ,130,,,,,,,,,
284,ローソン,サラダチキン　ハーブ,サラダ,119,,,,,,,,,
285,ローソン,サラダチキン　スモーク,サラダ,120,,,,,,,,,
286,ローソン,振っておいしいパスタサラダ　ビビンパ風(もち麦パスタ使用),サラダ,254,,,,,,,,,
287,ローソン,ソースたっぷり生パスタ　カルボナーラ,麺類,607,,,,,,,,,
288,ローソン,ソースたっぷり生パスタ　明太カルボナーラ,麺類,584,,,,,,,,,
289,ローソン,こだわりおだし　醤油きのこ,麺類,503,,,,,,,,,
290,ローソン,こだわりおだしの生パスタ　あさりと九条ねぎ,麺類,426,,,,,,,,,
291,ローソン,バター香る　北海道産たらこ,麺類,445,,,,,,,,,
292,ローソン,ナポリタン,麺類,549,,,,,,,,,
293,ローソン,大盛ミートソース,麺類,725,,,,,,,,,
294,ローソン,大盛トマトガーリック,麺類,743,,,,,,,,,
295,ローソン,大盛ペペロンチーノ,麺類,849,,,,,,,,,
296,ローソン,大盛塩焼そば,麺類,624,,,,,,,,,
297,ローソン,ざるそば,麺類,356,,,,,,,,,
298,ローソン,冷しそば＆いなり,麺類,459,,,,,,,,,
299,ローソン,冷しとろろそば,麺類,316,,,,,,,,,
300,ローソン,大盛ぶっかけそば,麺類,515,,,,,,,,,
301,ローソン,ミニネバネバそば,麺類,179,,,,,,,,,
302,ローソン,野菜かき揚げそば,麺類,512,,,,,,,,,
303,ローソン,温・冷　気分で選べる！明太釜玉風うどん,麺類,532,,,,,,,,,
304,ローソン,満腹濃厚豚ラーメン,麺類,795,,,,,,,,,
305,ローソン,天下一品監修　こってりラーメン,麺類,453,,,,,,,,,
306,ローソン,冷し中華,麺類,474,,,,,,,,,
307,ローソン,ミニ冷し中華,麺類,262,,,,,,,,,
308,ローソン,盛岡風冷麺,麺類,334,,,,,,,,,
309,ローソン,1食分の野菜ちゃんぽん,麺類,311,,,,,,,,,
310,ローソン,大盛ソース焼そば,麺類,711,,,,,,,,,
311,ローソン,大盛塩焼そば,麺類,642,,,,,,,,,
312,ローソン,1/2日分の野菜が摂れる　あんかけ焼そば,麺類,362,,,,,,,,,
313,ローソン,1/2日分の野菜が摂れる　焼ビーフン,麺類,334,,,,,,,,,
314,ローソン,プレミアムおにぎり　いくら醤油漬,おにぎり,193,,,,,,,,,
315,ローソン,プレミアムおにぎり　焼さけハラミ,おにぎり,204,,,,,,,,,
316,ローソン,プレミアムおにぎり　熟成生たらこ,おにぎり,197,,,,,,,,,
317,ローソン,プレミアムおにぎり　直火焼黒毛和牛焼肉と卵黄,おにぎり,247,,,,,,,,,
318,ローソン,浅草宿六監修　プレミアムおにぎり　濃厚炙りたらこ(クリームチーズ仕立て),おにぎり,207,,,,,,,,,
319,ローソン,大きなおにぎり　辛旨チャーハン＆ツナコーンマヨネーズ,おにぎり,346,,,,,,,,,
320,ローソン,具！おにぎり　まるであおさ香る海老天丼,おにぎり,309,,,,,,,,,
321,ローソン,おにぎり2個セット(シーチキン?マヨネーズ・チャーシューマヨネーズ),おにぎり,367,,,,,,,,,
322,ローソン,大きなおにぎり　シーチキン?マヨネーズ,おにぎり,366,,,,,,,,,
323,ローソン,大きなおにぎり　チャーシューマヨネーズ,おにぎり,323,,,,,,,,,
324,ローソン,大きなおにぎり　鮭,おにぎり,283,,,,,,,,,
325,ローソン,大きなおにぎり　菜飯と明太マヨネーズ,おにぎり,330,,,,,,,,,
326,ローソン,大きなおにぎり　梅しそ大根と野沢菜(米粒麦入り),おにぎり,239,,,,,,,,,
327,ローソン,具！おにぎり　ポーク玉子(シーチキン?マヨネーズ),おにぎり,356,,,,,,,,,
328,ローソン,手巻おにぎり　シーチキン?マヨネーズ,おにぎり,226,,,,,,,,,
329,ローソン,手巻おにぎり　熟成紀州南高梅,おにぎり,169,,,,,,,,,
330,ローソン,手巻おにぎり　炙り熟成紅鮭,おにぎり,174,,,,,,,,,
331,ローソン,手巻おにぎり　熟成辛子明太子,おにぎり,174,,,,,,,,,
332,ローソン,手巻おにぎり　北海道産日高昆布,おにぎり,173,,,,,,,,,
333,ローソン,味付海苔手巻おにぎり　追い鰹製法おかか,おにぎり,171,,,,,,,,,
334,ローソン,和風シーチキン?マヨネーズおにぎり,おにぎり,243,,,,,,,,,
335,ローソン,胡麻さけおにぎり,おにぎり,183,,,,,,,,,
336,ローソン,炙りサーモンといくら醤油漬おにぎり(はらこ飯風),おにぎり,205,,,,,,,,,
337,ローソン,三陸産わかめごはんおにぎり,おにぎり,186,,,,,,,,,
338,ローソン,だしおにぎり　おかか,おにぎり,184,,,,,,,,,
339,ローソン,だしおにぎり　日高昆布,おにぎり,182,,,,,,,,,
340,ローソン,塩にぎり,おにぎり,173,,,,,,,,,
341,ローソン,阿波尾鶏の鶏五目おにぎり,おにぎり,171,,,,,,,,,
342,ローソン,北海道十勝産小豆　赤飯おこわ,おにぎり,216,,,,,,,,,
343,ローソン,高菜チャーハンおにぎり(国産もち麦入り),おにぎり,170,,,,,,,,,
344,ローソン,たっぷり食物繊維が摂れる　梅しそごはんおにぎり(国産もち麦入り),おにぎり,170,,,,,,,,,
345,ローソン,おにぎり2個入り(紅鮭・日高昆布),おにぎり,290,,,,,,,,,
346,ローソン,おにぎり2個セット(シーチキン?マヨネーズ・梅しそ),おにぎり,358,,,,,,,,,
347,ローソン,おにぎりおかずセット(シーチキン?マヨネーズ・鮭),おにぎり,468,,,,,,,,,
348,ローソン,たっぷり食物繊維が摂れる　枝豆と塩昆布おにぎり(国産もち麦入り),おにぎり,172,,,,,,,,,
349,ローソン,牛丼,お弁当,622,,,,,,,,,
350,ローソン,ねぎ塩豚カルビ丼,お弁当,583,,,,,,,,,
351,ローソン,ヨード卵・光?のロースかつ丼,お弁当,682,,,,,,,,,
352,ローソン,ヨード卵・光?の親子丼,お弁当,497,,,,,,,,,
